Date,Price,Open,High,Low,Vol.,Change %
2021-07-27,24.649,25.255,25.32,24.515,80.91K,-2.64%
2021-07-28,24.877,24.73,25.06,24.655,54.85K,0.92%
2021-07-29,25.782,25.015,25.875,25.0,70.55K,3.64%
2021-07-30,25.547,25.6,25.685,25.395,43.33K,-0.91%
2021-08-01,25.562,25.53,25.575,25.512,-,0.06%
2021-08-02,25.575,25.625,25.675,25.345,52.01K,0.05%
2021-08-03,25.582,25.47,25.665,25.27,45.85K,0.03%
2021-08-04,25.461,25.59,26.09,25.375,72.93K,-0.47%
2021-08-05,25.292,25.425,25.565,25.115,42.43K,-0.66%
2021-08-06,24.326,25.195,25.23,24.205,113.95K,-3.82%
2021-08-08,23.587,24.332,24.38,22.295,-,-3.04%
2021-08-09,23.269,24.34,24.38,22.295,118.53K,-1.35%
2021-08-10,23.392,23.45,23.675,23.22,62.93K,0.53%
2021-08-11,23.488,23.325,23.565,23.19,70.05K,0.41%
2021-08-12,23.116,23.515,23.53,22.97,66.98K,-1.58%
2021-08-13,23.779,23.155,23.83,23.13,53.76K,2.87%
2021-08-15,23.668,23.715,23.753,23.663,-,-0.47%
2021-08-16,23.791,23.745,23.89,23.38,42.36K,0.52%
2021-08-17,23.659,23.84,23.955,23.565,42.59K,-0.55%
2021-08-18,23.422,23.66,23.83,23.265,46.29K,-1.00%
2021-08-19,23.23,23.5,23.515,23.08,51.43K,-0.82%
2021-08-20,23.112,23.21,23.3,22.835,55.72K,-0.51%
2021-08-22,22.948,22.973,23.04,22.938,-,-0.71%
2021-08-23,23.656,22.985,23.705,22.925,57.34K,3.09%
2021-08-24,23.937,23.695,24.015,23.595,19.86K,1.19%
2021-08-25,23.822,23.915,23.96,23.64,32.16K,-0.48%
2021-08-26,23.596,23.93,23.945,23.465,35.44K,-0.95%
2021-08-27,24.11,23.61,24.18,23.355,61.30K,2.18%
2021-08-29,24.148,24.078,24.163,24.06,-,0.16%
2021-08-30,24.006,24.13,24.28,23.95,47.98K,-0.59%
2021-08-31,24.006,24.065,24.27,23.83,44.56K,0.00%
2021-09-01,24.221,23.935,24.325,23.775,48.67K,0.90%
2021-09-02,23.918,24.2,24.275,23.815,36.86K,-1.25%
2021-09-03,24.802,23.95,24.945,23.91,67.19K,3.70%
2021-09-05,24.812,24.797,24.867,24.775,-,0.04%
2021-09-06,24.742,24.808,24.887,24.707,-,-0.28%
2021-09-07,24.373,24.865,24.895,24.21,69.93K,-1.49%
2021-09-08,24.056,24.39,24.48,23.94,45.43K,-1.30%
2021-09-09,24.177,23.995,24.355,23.865,43.41K,0.50%
2021-09-10,23.9,24.1,24.345,23.76,39.09K,-1.15%
2021-09-12,23.802,23.815,23.835,23.78,-,-0.41%
2021-09-13,23.796,23.79,23.89,23.36,47.76K,-0.03%
2021-09-14,23.885,23.775,23.98,23.435,42.44K,0.37%
2021-09-15,23.801,23.865,23.94,23.67,32.69K,-0.35%
2021-09-16,22.794,23.865,24.0,22.585,90.20K,-4.23%
2021-09-17,22.337,22.91,23.13,22.305,66.39K,-2.00%
2021-09-19,22.358,22.302,22.392,22.142,-,0.09%
2021-09-20,22.204,22.33,22.5,22.025,50.98K,-0.69%
2021-09-21,22.611,22.265,22.72,22.21,41.11K,1.83%
2021-09-22,22.907,22.485,23.15,22.455,51.99K,1.31%
2021-09-23,22.679,22.695,22.88,22.465,43.74K,-1.00%
2021-09-24,22.425,22.53,22.79,22.09,41.67K,-1.12%
2021-09-26,22.413,22.405,22.445,22.395,-,-0.05%
2021-09-27,22.694,22.395,22.865,22.39,36.11K,1.25%
2021-09-28,22.467,22.625,22.68,22.08,55.49K,-1.00%
2021-09-29,21.485,22.475,22.565,21.41,80.16K,-4.37%
2021-09-30,22.047,21.515,22.225,21.46,66.12K,2.62%
2021-10-01,22.536,22.185,22.6,21.99,43.51K,2.22%
2021-10-03,22.683,22.56,22.79,22.54,-,0.65%
2021-10-04,22.644,22.6,22.805,22.29,35.18K,-0.17%
2021-10-05,22.608,22.725,22.73,22.38,27.04K,-0.16%
2021-10-06,22.532,22.635,22.7,22.185,38.89K,-0.34%
2021-10-07,22.658,22.64,22.84,22.385,41.56K,0.56%
2021-10-08,22.705,22.61,23.22,22.435,69.58K,0.21%
2021-10-10,22.617,22.68,22.738,22.575,-,-0.39%
2021-10-11,22.665,22.685,22.83,22.495,29.93K,0.21%
2021-10-12,22.514,22.61,22.79,22.325,42.93K,-0.67%
2021-10-13,23.17,22.57,23.285,22.48,71.90K,2.91%
2021-10-14,23.477,23.1,23.625,22.925,54.28K,1.32%
2021-10-15,23.349,23.565,23.645,23.1,52.25K,-0.55%
2021-10-17,23.387,23.335,23.427,23.335,-,0.16%
2021-10-18,23.264,23.38,23.495,23.035,47.03K,-0.53%
2021-10-19,23.883,23.25,24.18,23.22,79.07K,2.66%
2021-10-20,24.445,23.71,24.495,23.615,73.13K,2.35%
2021-10-21,24.17,24.37,24.55,24.07,58.68K,-1.12%
2021-10-22,24.449,24.22,24.92,24.185,83.28K,1.15%
2021-10-24,24.453,24.38,24.47,24.358,-,0.02%
2021-10-25,24.592,24.395,24.695,24.365,44.83K,0.57%
2021-10-26,24.088,24.65,24.655,23.925,61.76K,-2.05%
2021-10-27,24.191,24.22,24.33,23.905,48.09K,0.43%
2021-10-28,24.12,24.13,24.31,24.02,45.96K,-0.29%
2021-10-29,23.949,24.135,24.14,23.705,57.80K,-0.71%
2021-10-31,23.84,23.95,23.983,23.808,-,-0.46%
2021-11-01,24.073,23.985,24.175,23.81,37.06K,0.98%
2021-11-02,23.507,24.13,24.14,23.43,63.00K,-2.35%
2021-11-03,23.231,23.57,23.665,23.045,67.16K,-1.17%
2021-11-04,23.911,23.53,24.115,23.485,68.46K,2.93%
2021-11-05,24.157,23.87,24.255,23.665,73.24K,1.03%
2021-11-07,24.215,24.212,24.277,24.21,-,0.24%
2021-11-08,24.542,24.285,24.59,24.13,67.62K,1.35%
2021-11-09,24.318,24.55,24.565,24.09,65.11K,-0.91%
2021-11-10,24.772,24.375,25.22,24.04,131.56K,1.87%
2021-11-11,25.301,24.71,25.365,24.645,82.02K,2.14%
2021-11-12,25.346,25.35,25.47,24.925,66.39K,0.18%
2021-11-14,25.427,25.413,25.462,25.39,-,0.32%
2021-11-15,25.105,25.425,25.465,24.97,68.48K,-1.27%
2021-11-16,24.944,25.135,25.49,24.825,77.00K,-0.64%
2021-11-17,25.167,24.86,25.285,24.85,54.35K,0.89%
2021-11-18,24.9,25.15,25.23,24.73,63.62K,-1.06%
2021-11-19,24.781,24.85,25.04,24.61,67.98K,-0.48%
2021-11-21,24.65,24.655,24.688,24.555,-,-0.53%
2021-11-22,24.297,24.67,24.955,24.14,78.54K,-1.43%
2021-11-23,23.435,24.21,24.34,23.28,93.87K,-3.55%
2021-11-24,23.496,23.64,23.695,23.4,54.62K,0.26%
2021-11-25,23.582,23.585,23.733,23.562,-,0.37%
2021-11-26,23.107,23.58,23.735,22.915,61.28K,-2.01%
2021-11-28,23.59,23.415,23.595,23.337,-,2.09%
2021-11-29,22.799,23.135,23.415,22.73,10.39K,-3.35%
2021-11-30,22.765,22.885,23.26,22.705,2.51K,-0.15%
2021-12-01,22.299,22.77,22.995,22.155,0.49K,-2.05%
2021-12-02,22.28,22.295,22.4,22.24,0.13K,-0.09%
2021-12-03,22.445,22.41,22.47,22.04,0.20K,0.74%
2021-12-05,22.602,22.562,22.628,22.508,-,0.70%
2021-12-06,22.228,22.49,22.49,22.1,0.09K,-1.65%
2021-12-07,22.487,22.385,22.56,22.375,0.05K,1.17%
2021-12-08,22.39,22.43,22.445,22.31,0.27K,-0.43%
2021-12-09,21.974,22.28,22.285,21.89,0.03K,-1.86%
2021-12-10,22.16,21.885,22.165,21.8,0.02K,0.85%
2021-12-12,22.235,22.21,22.262,22.192,-,0.34%
2021-12-13,22.29,22.245,22.26,22.13,0.01K,0.25%
2021-12-14,21.887,22.25,22.25,21.66,0.00K,-1.81%
2021-12-15,21.508,21.5,21.64,21.5,0.01K,-1.73%
2021-12-16,22.455,22.135,22.4,22.12,0.09K,4.40%
2021-12-17,22.507,22.45,22.485,22.45,0.03K,0.23%
2021-12-19,22.363,22.37,22.41,22.352,-,-0.64%
2021-12-20,22.275,22.3,22.37,22.29,0.09K,-0.39%
2021-12-21,22.502,22.225,22.74,22.225,0.19K,1.02%
2021-12-22,22.792,22.465,22.705,22.465,0.19K,1.29%
2021-12-23,22.94,22.815,22.965,22.68,33.91K,0.65%
2021-12-24,22.91,22.91,22.91,22.91,-,-0.13%
2021-12-26,22.878,22.933,22.94,22.81,-,-0.14%
2021-12-27,22.979,22.68,22.68,22.68,0.00K,0.44%
2021-12-28,23.111,23.055,23.295,23.055,0.15K,0.57%
2021-12-29,22.848,23.005,23.005,22.635,0.04K,-1.14%
2021-12-30,23.091,22.905,23.155,22.655,-,1.06%
2021-12-31,23.381,23.1,23.41,23.1,-,1.26%
2022-01-02,23.328,23.375,23.435,23.323,-,-0.23%
2022-01-03,22.84,23.395,23.46,22.74,-,-2.09%
2022-01-04,23.086,22.96,23.15,22.7,-,1.08%
2022-01-05,23.202,23.095,23.32,22.8,-,0.50%
2022-01-06,22.221,22.845,22.875,22.03,-,-4.23%
2022-01-07,22.443,22.225,22.485,21.985,-,1.00%
2022-01-09,22.383,22.387,22.42,22.328,-,-0.27%
2022-01-10,22.497,22.38,22.57,22.275,-,0.51%
2022-01-11,22.848,22.525,22.89,22.525,-,1.56%
2022-01-12,23.243,22.85,23.285,22.735,3.75K,1.73%
2022-01-13,23.199,23.205,23.335,23.065,-,-0.19%
2022-01-14,22.954,23.13,23.37,22.885,-,-1.06%
2022-01-16,22.968,22.942,22.988,22.935,-,0.06%
2022-01-17,23.043,22.97,23.133,22.855,-,0.33%
2022-01-18,23.528,23.035,23.71,22.87,-,2.10%
2022-01-19,24.267,23.545,24.295,23.475,-,3.14%
2022-01-20,24.752,24.195,24.79,24.17,-,2.00%
2022-01-21,24.357,24.53,24.655,24.26,-,-1.60%
2022-01-23,24.34,24.33,24.36,24.235,-,-0.07%
2022-01-24,23.837,24.35,24.38,23.65,-,-2.07%
2022-01-25,23.934,24.065,24.065,23.685,-,0.41%
2022-01-26,23.846,23.895,24.04,23.515,-,-0.37%
2022-01-27,22.714,23.59,23.655,22.625,-,-4.75%
2022-01-28,22.34,22.84,22.85,22.2,-,-1.65%
2022-01-30,22.413,22.367,22.475,22.367,-,0.33%
2022-01-31,22.432,22.505,22.695,22.295,-,0.08%
2022-02-01,22.635,22.515,23.09,22.45,-,0.90%
2022-02-02,22.748,22.675,22.91,22.52,-,0.50%
2022-02-03,22.417,22.695,22.695,22.05,-,-1.46%
2022-02-04,22.517,22.46,22.725,22.14,-,0.45%
2022-02-06,22.593,22.51,22.605,22.5,-,0.34%
2022-02-07,23.119,22.58,23.14,22.58,-,2.33%
2022-02-08,23.243,23.07,23.31,22.82,15.28K,0.54%
2022-02-09,23.386,23.23,23.405,23.15,-,0.62%
2022-02-10,23.569,23.325,23.78,23.195,-,0.78%
2022-02-11,23.42,23.245,23.755,22.91,-,-0.63%
2022-02-13,23.65,23.617,23.655,23.555,-,0.98%
2022-02-14,23.897,23.65,24.015,23.605,-,1.04%
2022-02-15,23.39,23.935,24.06,23.125,-,-2.12%
2022-02-16,23.654,23.45,23.71,23.34,-,1.13%
2022-02-17,23.922,23.675,23.975,23.48,-,1.13%
2022-02-18,24.038,23.9,24.165,23.745,-,0.48%
2022-02-20,24.032,23.94,24.09,23.92,-,-0.02%
2022-02-21,24.038,24.032,24.207,23.707,-,0.02%
2022-02-22,24.356,24.095,24.425,23.755,42.99K,1.32%
2022-02-23,24.598,24.2,24.66,24.095,37.69K,0.99%
2022-02-24,24.71,24.65,25.705,23.88,90.87K,0.46%
2022-02-25,24.017,24.33,24.55,23.92,67.32K,-2.80%
2022-02-27,24.46,24.195,24.795,24.195,-,1.84%
2022-02-28,24.366,24.62,24.88,24.155,55.28K,-0.38%
2022-03-01,25.541,24.455,25.65,24.345,68.56K,4.82%
2022-03-02,25.19,25.505,25.545,24.96,69.47K,-1.37%
2022-03-03,25.212,25.45,25.665,25.075,57.47K,0.09%
2022-03-04,25.789,25.285,25.92,25.155,70.86K,2.29%
2022-03-06,26.235,25.863,26.275,25.863,-,1.73%
2022-03-07,25.72,26.025,26.37,25.465,81.50K,-1.96%
2022-03-08,26.895,25.805,27.495,25.55,127.21K,4.57%
2022-03-09,25.816,26.925,27.39,25.73,87.11K,-4.01%
2022-03-10,26.256,26.06,26.425,25.6,55.85K,1.70%
2022-03-11,26.16,26.255,26.35,25.695,51.55K,-0.37%
2022-03-13,25.9,26.145,26.282,25.855,-,-0.99%
2022-03-14,25.298,26.28,26.29,25.16,52.36K,-2.32%
2022-03-15,25.158,25.26,25.315,24.75,47.79K,-0.55%
2022-03-16,24.71,25.115,25.25,24.55,46.30K,-1.78%
2022-03-17,25.616,25.24,25.75,25.165,40.14K,3.67%
2022-03-18,25.087,25.595,25.64,24.98,38.06K,-2.07%
2022-03-20,25.047,25.09,25.293,25.047,-,-0.16%
2022-03-21,25.313,25.15,25.52,25.05,34.84K,1.06%
2022-03-22,24.904,25.41,25.59,24.695,45.76K,-1.62%
2022-03-23,25.189,24.915,25.37,24.78,34.15K,1.14%
2022-03-24,25.92,25.285,26.16,25.17,61.00K,2.90%
2022-03-25,25.615,25.85,26.035,25.47,-,-1.18%
